# LZ conversion factors Y for operators (106,106) [See arXiv:1307.5955, LR operators numbered +100]
# Columns: DM mass (GeV), Y_pp, Y_pn, Y_nn
# Created on 16/6/2017 (12:27:52)
5.000000000000000888e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.862982963688712523e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.420107031976296952e+00 1.080024242639907868e-09 6.062560193013525532e-08 2.421582097288393959e-06
1.293000681531550811e+01 8.984060173813469327e-10 5.348541931404862557e-08 2.177701999911789116e-06
1.774768329877785433e+01 8.338570037733344232e-10 5.236608281413684799e-08 2.184930422743367616e-06
2.436040962489102668e+01 7.808412033612931222e-10 5.243571997330204816e-08 2.264951785247142011e-06
3.343701524882109766e+01 7.365317941605564065e-10 5.296121313030222683e-08 2.370450313268299457e-06
4.589553320185178364e+01 7.052298476999353926e-10 5.345008301023520418e-08 2.456206808625982770e-06
6.299605249474369373e+01 6.857338041855701304e-10 5.377689559007762332e-08 2.512297449134691395e-06
8.646816701021307949e+01 6.742058758428757645e-10 5.397868819778665627e-08 2.546456813790394851e-06
1.186859114184965591e+02 6.674210983406577994e-10 5.410438401240210679e-08 2.567198573924095129e-06
1.629078776190019084e+02 6.633575155739038713e-10 5.418503824183636090e-08 2.580064169245153376e-06
2.236067977499789663e+02 6.608610794908739352e-10 5.423836703315667480e-08 2.588266651545864986e-06
3.069219287046186651e+02 6.592853193412917201e-10 5.427456991181574714e-08 2.593637798801633817e-06
4.212799935764559223e+02 6.582647220099042298e-10 5.429959326255772341e-08 2.597238761286637843e-06
5.782474837716208640e+02 6.575882819414731244e-10 5.431719171093725254e-08 2.599700894500786981e-06
7.937005259840999543e+02 6.571310378821056452e-10 5.432970537067720780e-08 2.601411443662393627e-06
1.089430637619929712e+03 6.568169348773107181e-10 5.433868569248870551e-08 2.602615053037983653e-06
1.495348781221220406e+03 6.565983854909420635e-10 5.434517784150217425e-08 2.603470490256574786e-06
2.052510642058783560e+03 6.564437087829725184e-10 5.434989774017582729e-08 2.604083155990327383e-06
2.817269113847842618e+03 6.563348582120115575e-10 5.435333657216735281e-08 2.604524216581232287e-06
3.866973986492824224e+03 6.562577817641954061e-10 5.435582917168704259e-08 2.604842138927417006e-06
5.307795318065535866e+03 6.559824022831266270e-10 5.435770227818440720e-08 2.605069746400486493e-06
7.285461768526097330e+03 6.559912752983933283e-10 5.435883093927547973e-08 2.605228514513986738e-06
1.000000000000000000e+04 6.559575752144139308e-10 5.435940659854691943e-08 2.605331052551192133e-06
