# LZ conversion factors Y for operators (104,104) [See arXiv:1307.5955, LR operators numbered +100]
# Columns: DM mass (GeV), Y_pp, Y_pn, Y_nn
# Created on 16/6/2017 (12:26:35)
5.000000000000000888e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.862982963688712523e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.420107031976296952e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.293000681531550811e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.774768329877785433e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.436040962489102668e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.343701524882109766e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.589553320185178364e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.299605249474369373e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.646816701021307949e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.186859114184965591e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.629078776190019084e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.236067977499789663e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.069219287046186651e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.212799935764559223e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.782474837716208640e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.937005259840999543e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.089430637619929712e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.495348781221220406e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.052510642058783560e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.817269113847842618e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.866973986492824224e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.307795318065535866e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.285461768526097330e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
