# Xenon1T conversion factors Y for operators (111,111) [See arXiv:1307.5955, LR operators numbered +100]
# Columns: DM mass (GeV), Y_pp, Y_pn, Y_nn
# Created on 15/6/2017 (17:51:11)
5.000000000000000888e+00 6.415336878294169765e+02 9.207091218305146185e+02 1.315384302576308301e+03
6.862982963688712523e+00 4.415871622763824007e+02 6.335926345673883588e+02 9.041120705009483345e+02
9.420107031976296952e+00 2.977534884946725811e+02 4.268464420880754915e+02 6.076360671192771861e+02
1.293000681531550811e+01 2.221891052949369225e+02 3.182124736471229198e+02 4.518573236203863530e+02
1.774768329877785433e+01 1.733065440373906654e+02 2.479709793362541745e+02 3.510135703282220447e+02
2.436040962489102668e+01 1.390994555525167584e+02 1.988201694685081122e+02 2.804171679595169167e+02
3.343701524882109766e+01 1.159883485572421336e+02 1.656515570278262999e+02 2.327353101543687615e+02
4.589553320185178364e+01 1.014679086058612967e+02 1.448443103586372445e+02 2.028004797761807936e+02
6.299605249474369373e+01 9.287179505130134771e+01 1.325430152844456586e+02 1.850936315740325995e+02
8.646816701021307949e+01 8.788496525035755269e+01 1.254129098904453912e+02 1.748272264270634366e+02
1.186859114184965591e+02 8.495976054242092346e+01 1.212326362015480470e+02 1.688070115110218126e+02
1.629078776190019084e+02 8.319863511651868748e+01 1.187165212796983838e+02 1.651828986779420916e+02
2.236067977499789663e+02 8.210611986526276951e+01 1.171560220806217103e+02 1.629347147224597734e+02
3.069219287046186651e+02 8.140793090556442735e+01 1.161587281456292260e+02 1.614979712972174752e+02
4.212799935764559223e+02 8.094986365824938446e+01 1.155044687954861899e+02 1.605552228921141023e+02
5.782474837716208640e+02 8.064249185770894712e+01 1.150654396488693436e+02 1.599225532703349302e+02
7.937005259840999543e+02 8.043235938904319937e+01 1.147653073683763409e+02 1.594900011659665324e+02
1.089430637619929712e+03 8.028654765900104451e+01 1.145570432000568388e+02 1.591898253751220693e+02
1.495348781221220406e+03 8.018417982717612347e+01 1.144108292862756144e+02 1.589790681889204791e+02
2.052510642058783560e+03 8.011166185148277918e+01 1.143072497607297322e+02 1.588297550776731839e+02
2.817269113847842618e+03 8.005992795537272855e+01 1.142333562846577166e+02 1.587232289668923784e+02
3.866973986492824224e+03 8.002280050090568864e+01 1.141803255057103854e+02 1.586467767996380758e+02
5.307795318065535866e+03 7.999598222726976360e+01 1.141420197522911479e+02 1.585915569645888183e+02
7.285461768526097330e+03 7.997641527778655757e+01 1.141140716000396225e+02 1.585512814925595251e+02
1.000000000000000000e+04 7.996185679813198988e+01 1.140932777560400098e+02 1.585213442197784843e+02
