# Xenon1T conversion factors Y for operators (105,105) [See arXiv:1307.5955, LR operators numbered +100]
# Columns: DM mass (GeV), Y_pp, Y_pn, Y_nn
# Created on 15/6/2017 (17:45:41)
5.000000000000000888e+00 4.359199136691982945e-04 6.262569809547407790e-04 9.044691588776396446e-04
6.862982963688712523e+00 2.533778822315572283e-04 3.641131854162092977e-04 5.292194531352171095e-04
9.420107031976296952e+00 1.491242496236010228e-04 2.143607818808257643e-04 3.149313740099106179e-04
1.293000681531550811e+01 9.228302902176851964e-05 1.327809244705604466e-04 1.984658806534188866e-04
1.774768329877785433e+01 6.004564297456914103e-05 8.653496341440692176e-05 1.326364273123742550e-04
2.436040962489102668e+01 4.126245857698924020e-05 5.961795261674732784e-05 9.457514716256928912e-05
3.343701524882109766e+01 3.023902706129285263e-05 4.385129624352599793e-05 7.258131960501700063e-05
4.589553320185178364e+01 2.381679336460518602e-05 3.468293827290788668e-05 6.002537448647990052e-05
6.299605249474369373e+01 2.010198036491244963e-05 2.938524742397579558e-05 5.288744900106081583e-05
8.646816701021307949e+01 1.793923496498964651e-05 2.630202684963001231e-05 4.877892705080589202e-05
1.186859114184965591e+02 1.665481532637911764e-05 2.447099657771023180e-05 4.635539087417931580e-05
1.629078776190019084e+02 1.587138008391750276e-05 2.335406458661904282e-05 4.488314638311469927e-05
2.236067977499789663e+02 1.537989653791330518e-05 2.265320103220616586e-05 4.396217469740370929e-05
3.069219287046186651e+02 1.506308098133007029e-05 2.220143156532396701e-05 4.336941954882058895e-05
4.212799935764559223e+02 1.485384469757533085e-05 2.190304151611717389e-05 4.297843909678550995e-05
5.782474837716208640e+02 1.471273498187560710e-05 2.170179230456813246e-05 4.271501355172498213e-05
7.937005259840999543e+02 1.461589832497091868e-05 2.156367753477357225e-05 4.253437441547298041e-05
1.089430637619929712e+03 1.454850259904371487e-05 2.146754963730778746e-05 4.240873270709754809e-05
1.495348781221220406e+03 1.450107172102729413e-05 2.139990038421672820e-05 4.232036168536578818e-05
2.052510642058783560e+03 1.446740658128527203e-05 2.135188113639815868e-05 4.225766542865834095e-05
2.817269113847842618e+03 1.444335229090662172e-05 2.131757029733867339e-05 4.221288573494040439e-05
3.866973986492824224e+03 1.442607458171497527e-05 2.129292519117387500e-05 4.218072741908412103e-05
5.307795318065535866e+03 1.441360574374149659e-05 2.127523385506301895e-05 4.215731971516928632e-05
7.285461768526097330e+03 1.440455744164640748e-05 2.126232492374139989e-05 4.214043733559556007e-05
1.000000000000000000e+04 1.439793253001902593e-05 2.125286568673870981e-05 4.212800340289977509e-05
