# LUX conversion factors Y for operators (4,4) [See arXiv:1307.5955, LR operators numbered +100]
# Columns: DM mass (GeV), Y_pp, Y_pn, Y_nn
# Created on 16/6/2017 (14:56:04)
5.000000000000000888e+00 2.285072757044878514e-07 1.212682552929612383e-06 8.899849529652261422e-06
6.862982963688712523e+00 2.299023917465812505e-07 1.178512523271762504e-06 9.120007128820660101e-06
9.420107031976296952e+00 2.371643862903972679e-07 1.156956107986264218e-06 9.658128489019399826e-06
1.293000681531550811e+01 2.510784536067687651e-07 1.142238781717572234e-06 1.061228954714278552e-05
1.774768329877785433e+01 2.747876799595561777e-07 1.133600979163640721e-06 1.224381450826737113e-05
2.436040962489102668e+01 3.152630502115372983e-07 1.133626590124519493e-06 1.513835377045145542e-05
3.343701524882109766e+01 3.818234083466107408e-07 1.146511567173530880e-06 2.012851388955270122e-05
4.589553320185178364e+01 4.664266105796176707e-07 1.169104521938601598e-06 2.666016281145278487e-05
6.299605249474369373e+01 5.457828782985503860e-07 1.192271662396003482e-06 3.287470730193655397e-05
8.646816701021307949e+01 6.063429935134639806e-07 1.210545563204638815e-06 3.764960268282185288e-05
1.186859114184965591e+02 6.479630699598010398e-07 1.223346115100567687e-06 4.094196771571631652e-05
1.629078776190019084e+02 6.754341575408730461e-07 1.231896114106515344e-06 4.311883360332072608e-05
2.236067977499789663e+02 6.934702147937210746e-07 1.237587502411386536e-06 4.454916697809216370e-05
3.069219287046186651e+02 7.054171172510957146e-07 1.241405884219423298e-06 4.549698546264225419e-05
4.212799935764559223e+02 7.134463043542496785e-07 1.243996309534484910e-06 4.613409459124406039e-05
5.782474837716208640e+02 7.189256698830031066e-07 1.245779534000612067e-06 4.656889198110500437e-05
7.937005259840999543e+02 7.227174667104534591e-07 1.247023176263764669e-06 4.686977516284986464e-05
1.089430637619929712e+03 7.253728078613316122e-07 1.247899889033281902e-06 4.708046647085907418e-05
1.495348781221220406e+03 7.272503364361709922e-07 1.248523421150744052e-06 4.722942861477150757e-05
2.052510642058783560e+03 7.285880058651497154e-07 1.248969972226828803e-06 4.733554927675260129e-05
2.817269113847842618e+03 7.295465992243924900e-07 1.249291219442028868e-06 4.741158816548866130e-05
3.866973986492824224e+03 7.302363256958599755e-07 1.249522956278132914e-06 4.746629727518411981e-05
5.307795318065535866e+03 7.307330573198600799e-07 1.249689746717631665e-06 4.750574949957082563e-05
7.285461768526097330e+03 7.310912374117470082e-07 1.249807461318512493e-06 4.753418711131682678e-05
1.000000000000000000e+04 7.313466629984346427e-07 1.249887170822551507e-06 4.755457205731248243e-05
