1	0
1.04689	0
1.09598	0
1.14736	0
1.20116	0
1.25748	0
1.31645	0
1.37817	0
1.44279	0
1.51044	0
1.58127	0
1.65541	0
1.73303	0
1.81429	0
1.89936	0
1.98842	0
2.08165	0
2.17926	0
2.28144	0
2.38841	0
2.5004	0
2.61764	0
2.74038	0
2.86887	0
3.00339	0
3.14422	0
3.29164	-2.12985e-11
3.44599	-1.43775e-11
3.60756	-1.28584e-11
3.77672	-1.3001e-11
3.9538	-1.2802e-11
4.13919	-1.28921e-11
4.33327	-1.33465e-11
4.53645	-1.37569e-11
4.74916	-1.42192e-11
4.97184	-1.48563e-11
5.20497	-1.5477e-11
5.44902	-1.6148e-11
5.70452	-1.69079e-11
5.97199	-1.76141e-11
6.25201	-1.84955e-11
6.54516	-1.93546e-11
6.85206	-2.03157e-11
7.17334	-2.12832e-11
7.50969	-2.23391e-11
7.86181	-2.34201e-11
8.23044	-2.45832e-11
8.61635	-2.5795e-11
9.02036	-2.70764e-11
9.44331	-2.84377e-11
9.8861	-2.98669e-11
10.3496	-3.13784e-11
10.8349	-3.29788e-11
11.343	-3.46665e-11
11.8748	-3.64489e-11
12.4316	-3.83332e-11
13.0145	-4.03264e-11
13.6247	-4.24355e-11
14.2636	-4.46684e-11
14.9324	-4.70344e-11
15.6326	-4.95434e-11
16.3655	-5.22068e-11
17.1329	-5.50373e-11
17.9362	-5.80483e-11
18.7772	-6.1255e-11
19.6577	-6.46747e-11
20.5794	-6.83249e-11
21.5443	-7.22244e-11
22.5545	-7.63917e-11
23.6121	-8.08438e-11
24.7192	-8.55932e-11
25.8783	-9.06459e-11
27.0917	-9.59997e-11
28.362	-1.01645e-10
29.6918	-1.07562e-10
31.084	-1.13727e-10
32.5415	-1.20108e-10
34.0673	-1.26668e-10
35.6647	-1.33366e-10
37.337	-1.40159e-10
39.0877	-1.47001e-10
40.9204	-1.53849e-10
42.8391	-1.60659e-10
44.8478	-1.67392e-10
46.9507	-1.74011e-10
49.1521	-1.80485e-10
51.4568	-1.86786e-10
53.8695	-1.92891e-10
56.3954	-1.98783e-10
59.0397	-2.04448e-10
61.808	-2.09877e-10
64.7061	-2.15064e-10
67.7401	-2.20006e-10
70.9163	-2.24704e-10
74.2415	-2.29161e-10
77.7226	-2.33381e-10
81.3669	-2.3737e-10
85.1821	-2.41135e-10
89.1762	-2.44685e-10
93.3575	-2.48028e-10
97.7349	-2.51174e-10
102.318	-2.54133e-10
107.115	-2.56912e-10
112.138	-2.59523e-10
117.396	-2.61975e-10
122.9	-2.64277e-10
128.663	-2.66437e-10
134.696	-2.68464e-10
141.011	-2.70366e-10
147.623	-2.72152e-10
154.545	-2.73827e-10
161.791	-2.754e-10
169.378	-2.76877e-10
177.319	-2.78264e-10
185.634	-2.79567e-10
194.338	-2.80791e-10
203.45	-2.81942e-10
212.99	-2.83024e-10
222.976	-2.84041e-10
233.431	-2.84998e-10
244.377	-2.85899e-10
255.835	-2.86747e-10
267.831	-2.87545e-10
280.389	-2.88298e-10
293.536	-2.89007e-10
307.3	-2.89676e-10
321.709	-2.90306e-10
336.793	-2.90902e-10
352.585	-2.91463e-10
369.117	-2.91994e-10
386.425	-2.92495e-10
404.543	-2.92968e-10
423.512	-2.93416e-10
443.37	-2.93839e-10
464.159	-2.9424e-10
485.923	-2.94619e-10
508.707	-2.94977e-10
532.56	-2.95317e-10
557.531	-2.95638e-10
583.672	-2.95943e-10
611.04	-2.96232e-10
639.691	-2.96506e-10
669.685	-2.96765e-10
701.086	-2.97012e-10
733.959	-2.97245e-10
768.373	-2.97467e-10
804.401	-2.97677e-10
842.118	-2.97877e-10
881.604	-2.98067e-10
922.941	-2.98247e-10
966.217	-2.98419e-10
1011.52	-2.98582e-10
1058.95	-2.98736e-10
1108.6	-2.98883e-10
1160.58	-2.99023e-10
1215	-2.99156e-10
1271.97	-2.99283e-10
1331.61	-2.99403e-10
1394.05	-2.99518e-10
1459.42	-2.99627e-10
1527.85	-2.99731e-10
1599.48	-2.9983e-10
1674.48	-2.99924e-10
1753	-3.00013e-10
1835.19	-3.00099e-10
1921.24	-3.0018e-10
2011.33	-3.00257e-10
2105.63	-3.00331e-10
2204.37	-3.00401e-10
2307.73	-3.00468e-10
2415.93	-3.00532e-10
2529.21	-3.00592e-10
2647.8	-3.0065e-10
2771.95	-3.00706e-10
2901.93	-3.00758e-10
3038	-3.00809e-10
3180.44	-3.00857e-10
3329.57	-3.00902e-10
3485.69	-3.00946e-10
3649.13	-3.00987e-10
3820.23	-3.01027e-10
3999.36	-3.01065e-10
4186.88	-3.01101e-10
4383.2	-3.01135e-10
4588.72	-3.01168e-10
4803.88	-3.012e-10
5029.13	-3.0123e-10
5264.94	-3.01258e-10
5511.8	-3.01285e-10
5770.24	-3.01311e-10
6040.8	-3.01336e-10
6324.05	-3.01359e-10
6620.57	-3.01382e-10
6931	-3.01404e-10
7255.99	-3.0142e-10
7596.21	-3.0144e-10
7952.39	-3.01459e-10
8325.26	-3.01477e-10
8715.62	-3.01494e-10
9124.29	-3.0151e-10
9552.11	-3.01526e-10
10000	-3.0154e-10
